"","ind","ref","param","coeff","N_random_tracks"
"ecart_62890","Fish72","Ref","Dist to Iso6",-2.55685787116947,290
"Dist_fond2890","Fish72","Ref","Dist to bottom",-2.06677185513135,290
"Dist_berge2890","Fish72","Ref","Dist to shore",-0.0317989493027481,290
"Prey_predicted2891","Fish72","Ref","Large zooplankton",2.3389409020829,290
"NotPrey_predicted2891","Fish72","Ref","Small zooplankton",-2.48238148056619,290
"ecart_62891","Fish72","Ref","Dist to Iso6",-2.39185421956686,290
"Dist_fond2891","Fish72","Ref","Dist to bottom",-1.92212510702908,290
"Dist_berge2891","Fish72","Ref","Dist to shore",-0.102175717876651,290
"Prey_predicted2892","Fish72","Ref","Large zooplankton",2.27232113886547,290
"NotPrey_predicted2892","Fish72","Ref","Small zooplankton",-2.39150947317327,290
"ecart_62892","Fish72","Ref","Dist to Iso6",-2.30498529575325,290
"Dist_fond2892","Fish72","Ref","Dist to bottom",-2.10644558375425,290
"Dist_berge2892","Fish72","Ref","Dist to shore",-0.0534664483245306,290
"Prey_predicted2893","Fish72","Ref","Large zooplankton",2.63176049843845,290
"NotPrey_predicted2893","Fish72","Ref","Small zooplankton",-2.7704593574244,290
"ecart_62893","Fish72","Ref","Dist to Iso6",-2.53665237226023,290
"Dist_fond2893","Fish72","Ref","Dist to bottom",-1.93509347633683,290
"Dist_berge2893","Fish72","Ref","Dist to shore",-0.097456600293018,290
"Prey_predicted2894","Fish72","Ref","Large zooplankton",2.2467517641299,290
"NotPrey_predicted2894","Fish72","Ref","Small zooplankton",-2.36861778017895,290
"ecart_62894","Fish72","Ref","Dist to Iso6",-2.39524743654485,290
"Dist_fond2894","Fish72","Ref","Dist to bottom",-1.96342465379478,290
"Dist_berge2894","Fish72","Ref","Dist to shore",-0.0942991904276707,290
"Prey_predicted2895","Fish72","Ref","Large zooplankton",2.58883388433567,290
"NotPrey_predicted2895","Fish72","Ref","Small zooplankton",-2.70236154295539,290
"ecart_62895","Fish72","Ref","Dist to Iso6",-2.25461975162717,290
"Dist_fond2895","Fish72","Ref","Dist to bottom",-2.23108266165785,290
"Dist_berge2895","Fish72","Ref","Dist to shore",-0.0293238609596599,290
"Prey_predicted2896","Fish72","Ref","Large zooplankton",2.53111744355917,290
"NotPrey_predicted2896","Fish72","Ref","Small zooplankton",-2.62812720699966,290
"ecart_62896","Fish72","Ref","Dist to Iso6",-2.38683394117151,290
"Dist_fond2896","Fish72","Ref","Dist to bottom",-2.12716527577513,290
"Dist_berge2896","Fish72","Ref","Dist to shore",-0.0632469197864511,290
"Prey_predicted2897","Fish72","Ref","Large zooplankton",2.53863696653361,290
"NotPrey_predicted2897","Fish72","Ref","Small zooplankton",-2.67304973843877,290
"ecart_62897","Fish72","Ref","Dist to Iso6",-2.4272942239287,290
"Dist_fond2897","Fish72","Ref","Dist to bottom",-1.992972898889,290
"Dist_berge2897","Fish72","Ref","Dist to shore",-0.153090380942036,290
"Prey_predicted2898","Fish72","Ref","Large zooplankton",2.5870521451732,290
"NotPrey_predicted2898","Fish72","Ref","Small zooplankton",-2.6862432822045,290
"ecart_62898","Fish72","Ref","Dist to Iso6",-2.41540230395969,290
"Dist_fond2898","Fish72","Ref","Dist to bottom",-2.16799354003228,290
"Dist_berge2898","Fish72","Ref","Dist to shore",-0.0199846755281563,290
"Prey_predicted2899","Fish72","Ref","Large zooplankton",2.48820747180879,290
"NotPrey_predicted2899","Fish72","Ref","Small zooplankton",-2.6346565303926,290
"ecart_62899","Fish72","Ref","Dist to Iso6",-2.41176027025104,290
"Dist_fond2899","Fish72","Ref","Dist to bottom",-1.875365551541,290
"Dist_berge2899","Fish72","Ref","Dist to shore",-0.112799777470075,290
"Prey_predicted2900","Fish72","Ref","Large zooplankton",2.50674091215978,291
"NotPrey_predicted2900","Fish72","Ref","Small zooplankton",-2.62729045528885,291
"ecart_62900","Fish72","Ref","Dist to Iso6",-2.41073985806025,291
"Dist_fond2900","Fish72","Ref","Dist to bottom",-2.09270382960431,291
"Dist_berge2900","Fish72","Ref","Dist to shore",-0.0523779603312931,291
"Prey_predicted2901","Fish72","Ref","Large zooplankton",2.57933240983396,291
"NotPrey_predicted2901","Fish72","Ref","Small zooplankton",-2.70339753088029,291
"ecart_62901","Fish72","Ref","Dist to Iso6",-2.40986582719808,291
"Dist_fond2901","Fish72","Ref","Dist to bottom",-2.14553343972313,291
"Dist_berge2901","Fish72","Ref","Dist to shore",-0.0649191740118789,291
"Prey_predicted2902","Fish72","Ref","Large zooplankton",2.41390288410094,291
"NotPrey_predicted2902","Fish72","Ref","Small zooplankton",-2.53492001953372,291
"ecart_62902","Fish72","Ref","Dist to Iso6",-2.4643840720749,291
"Dist_fond2902","Fish72","Ref","Dist to bottom",-2.09716677999859,291
"Dist_berge2902","Fish72","Ref","Dist to shore",-0.0702804355152958,291
"Prey_predicted2903","Fish72","Ref","Large zooplankton",2.29140490092762,291
"NotPrey_predicted2903","Fish72","Ref","Small zooplankton",-2.42662404618206,291
"ecart_62903","Fish72","Ref","Dist to Iso6",-2.40835338863595,291
"Dist_fond2903","Fish72","Ref","Dist to bottom",-2.10664248445537,291
"Dist_berge2903","Fish72","Ref","Dist to shore",-0.0615197523164269,291
"Prey_predicted2904","Fish72","Ref","Large zooplankton",2.34341354786781,291
"NotPrey_predicted2904","Fish72","Ref","Small zooplankton",-2.50118389036365,291
"ecart_62904","Fish72","Ref","Dist to Iso6",-2.48831028442323,291
"Dist_fond2904","Fish72","Ref","Dist to bottom",-1.94682024918696,291
"Dist_berge2904","Fish72","Ref","Dist to shore",-0.12921740791488,291
"Prey_predicted2905","Fish72","Ref","Large zooplankton",2.48570715774594,291
"NotPrey_predicted2905","Fish72","Ref","Small zooplankton",-2.6074333747843,291
"ecart_62905","Fish72","Ref","Dist to Iso6",-2.24238370171523,291
"Dist_fond2905","Fish72","Ref","Dist to bottom",-2.1368277716217,291
"Dist_berge2905","Fish72","Ref","Dist to shore",-0.101184790511051,291
"Prey_predicted2906","Fish72","Ref","Large zooplankton",2.62463077246234,291
"NotPrey_predicted2906","Fish72","Ref","Small zooplankton",-2.74694024636492,291
"ecart_62906","Fish72","Ref","Dist to Iso6",-2.54228439967397,291
"Dist_fond2906","Fish72","Ref","Dist to bottom",-2.09690973951902,291
"Dist_berge2906","Fish72","Ref","Dist to shore",-0.0884141662908249,291
"Prey_predicted2907","Fish72","Ref","Large zooplankton",2.35176889780912,291
"NotPrey_predicted2907","Fish72","Ref","Small zooplankton",-2.49971119788407,291
"ecart_62907","Fish72","Ref","Dist to Iso6",-2.33227691048111,291
"Dist_fond2907","Fish72","Ref","Dist to bottom",-1.93577179479648,291
"Dist_berge2907","Fish72","Ref","Dist to shore",-0.126817262511162,291
"Prey_predicted2908","Fish72","Ref","Large zooplankton",2.27789848766548,291
"NotPrey_predicted2908","Fish72","Ref","Small zooplankton",-2.4142263578536,291
"ecart_62908","Fish72","Ref","Dist to Iso6",-2.40062910740544,291
"Dist_fond2908","Fish72","Ref","Dist to bottom",-1.93938123311583,291
"Dist_berge2908","Fish72","Ref","Dist to shore",-0.141014854246951,291
"Prey_predicted2909","Fish72","Ref","Large zooplankton",2.5915632243553,291
"NotPrey_predicted2909","Fish72","Ref","Small zooplankton",-2.70577210602579,291
"ecart_62909","Fish72","Ref","Dist to Iso6",-2.42122699199244,291
"Dist_fond2909","Fish72","Ref","Dist to bottom",-2.16174887567315,291
"Dist_berge2909","Fish72","Ref","Dist to shore",-0.0878010206210778,291
"Prey_predicted2910","Fish72","Ref","Large zooplankton",2.47824480661987,292
"NotPrey_predicted2910","Fish72","Ref","Small zooplankton",-2.60992418479535,292
"ecart_62910","Fish72","Ref","Dist to Iso6",-2.32073338494276,292
"Dist_fond2910","Fish72","Ref","Dist to bottom",-2.08270098501367,292
"Dist_berge2910","Fish72","Ref","Dist to shore",-0.0963219499891176,292
"Prey_predicted2911","Fish72","Ref","Large zooplankton",2.40368432431409,292
"NotPrey_predicted2911","Fish72","Ref","Small zooplankton",-2.54621489822959,292
"ecart_62911","Fish72","Ref","Dist to Iso6",-2.43467761501319,292
"Dist_fond2911","Fish72","Ref","Dist to bottom",-1.98089997092324,292
"Dist_berge2911","Fish72","Ref","Dist to shore",-0.126982330124378,292
"Prey_predicted2912","Fish72","Ref","Large zooplankton",2.3279508953947,292
"NotPrey_predicted2912","Fish72","Ref","Small zooplankton",-2.48222158022347,292
"ecart_62912","Fish72","Ref","Dist to Iso6",-2.36397806364252,292
"Dist_fond2912","Fish72","Ref","Dist to bottom",-1.97442659733168,292
"Dist_berge2912","Fish72","Ref","Dist to shore",-0.0948192222253643,292
"Prey_predicted2913","Fish72","Ref","Large zooplankton",2.59648618375815,292
"NotPrey_predicted2913","Fish72","Ref","Small zooplankton",-2.72423318887045,292
"ecart_62913","Fish72","Ref","Dist to Iso6",-2.28302142845303,292
"Dist_fond2913","Fish72","Ref","Dist to bottom",-2.07580645179998,292
"Dist_berge2913","Fish72","Ref","Dist to shore",-0.0751903466857375,292
"Prey_predicted2914","Fish72","Ref","Large zooplankton",2.65407136238478,292
"NotPrey_predicted2914","Fish72","Ref","Small zooplankton",-2.79653760080436,292
"ecart_62914","Fish72","Ref","Dist to Iso6",-2.45694668060519,292
"Dist_fond2914","Fish72","Ref","Dist to bottom",-2.00259789554615,292
"Dist_berge2914","Fish72","Ref","Dist to shore",-0.113872914654248,292
"Prey_predicted2915","Fish72","Ref","Large zooplankton",2.43016699334813,292
"NotPrey_predicted2915","Fish72","Ref","Small zooplankton",-2.5700375185967,292
"ecart_62915","Fish72","Ref","Dist to Iso6",-2.43023812840798,292
"Dist_fond2915","Fish72","Ref","Dist to bottom",-2.00185164251114,292
"Dist_berge2915","Fish72","Ref","Dist to shore",-0.0937373272783632,292
"Prey_predicted2916","Fish72","Ref","Large zooplankton",2.40646288036571,292
"NotPrey_predicted2916","Fish72","Ref","Small zooplankton",-2.53432371159297,292
"ecart_62916","Fish72","Ref","Dist to Iso6",-2.45116646239185,292
"Dist_fond2916","Fish72","Ref","Dist to bottom",-1.89844418026356,292
"Dist_berge2916","Fish72","Ref","Dist to shore",-0.0967025770955785,292
"Prey_predicted2917","Fish72","Ref","Large zooplankton",2.32930307532958,292
"NotPrey_predicted2917","Fish72","Ref","Small zooplankton",-2.46914215803375,292
"ecart_62917","Fish72","Ref","Dist to Iso6",-2.33438661485226,292
"Dist_fond2917","Fish72","Ref","Dist to bottom",-1.94747217694812,292
"Dist_berge2917","Fish72","Ref","Dist to shore",-0.12962477234734,292
"Prey_predicted2918","Fish72","Ref","Large zooplankton",2.2934669851818,292
"NotPrey_predicted2918","Fish72","Ref","Small zooplankton",-2.43560916558371,292
"ecart_62918","Fish72","Ref","Dist to Iso6",-2.43117797528728,292
"Dist_fond2918","Fish72","Ref","Dist to bottom",-1.96013393220839,292
"Dist_berge2918","Fish72","Ref","Dist to shore",-0.11376226269703,292
"Prey_predicted2919","Fish72","Ref","Large zooplankton",2.49363631332517,292
"NotPrey_predicted2919","Fish72","Ref","Small zooplankton",-2.63431793977871,292
"ecart_62919","Fish72","Ref","Dist to Iso6",-2.44398076109434,292
"Dist_fond2919","Fish72","Ref","Dist to bottom",-2.00326546563494,292
"Dist_berge2919","Fish72","Ref","Dist to shore",-0.0795295827377048,292
"Prey_predicted2920","Fish72","Ref","Large zooplankton",2.32790947856176,293
"NotPrey_predicted2920","Fish72","Ref","Small zooplankton",-2.48857021445894,293
"ecart_62920","Fish72","Ref","Dist to Iso6",-2.36246037450058,293
"Dist_fond2920","Fish72","Ref","Dist to bottom",-1.96380848021254,293
"Dist_berge2920","Fish72","Ref","Dist to shore",-0.129811655479325,293
"Prey_predicted2921","Fish72","Ref","Large zooplankton",2.52036435040389,293
"NotPrey_predicted2921","Fish72","Ref","Small zooplankton",-2.65520218780121,293
"ecart_62921","Fish72","Ref","Dist to Iso6",-2.43255193425161,293
"Dist_fond2921","Fish72","Ref","Dist to bottom",-2.004797121218,293
"Dist_berge2921","Fish72","Ref","Dist to shore",-0.102474024758074,293
"Prey_predicted2922","Fish72","Ref","Large zooplankton",2.38748922894239,293
"NotPrey_predicted2922","Fish72","Ref","Small zooplankton",-2.50893606497499,293
"ecart_62922","Fish72","Ref","Dist to Iso6",-2.24747065927845,293
"Dist_fond2922","Fish72","Ref","Dist to bottom",-2.14550223412406,293
"Dist_berge2922","Fish72","Ref","Dist to shore",-0.0906492779685136,293
"Prey_predicted2923","Fish72","Ref","Large zooplankton",2.43468330511483,293
"NotPrey_predicted2923","Fish72","Ref","Small zooplankton",-2.55081251877585,293
"ecart_62923","Fish72","Ref","Dist to Iso6",-2.52885925050786,293
"Dist_fond2923","Fish72","Ref","Dist to bottom",-2.06847741493932,293
"Dist_berge2923","Fish72","Ref","Dist to shore",-0.0921968385661997,293
"Prey_predicted2924","Fish72","Ref","Large zooplankton",2.724055748331,293
"NotPrey_predicted2924","Fish72","Ref","Small zooplankton",-2.85335572588994,293
"ecart_62924","Fish72","Ref","Dist to Iso6",-2.46779047491724,293
"Dist_fond2924","Fish72","Ref","Dist to bottom",-2.02460876631188,293
"Dist_berge2924","Fish72","Ref","Dist to shore",-0.0883601961475836,293
"Prey_predicted2925","Fish72","Ref","Large zooplankton",2.32919266605238,293
"NotPrey_predicted2925","Fish72","Ref","Small zooplankton",-2.47008638486196,293
"ecart_62925","Fish72","Ref","Dist to Iso6",-2.40575593345545,293
"Dist_fond2925","Fish72","Ref","Dist to bottom",-1.95531294683992,293
"Dist_berge2925","Fish72","Ref","Dist to shore",-0.112826266048972,293
"Prey_predicted2926","Fish72","Ref","Large zooplankton",2.51312123334612,293
"NotPrey_predicted2926","Fish72","Ref","Small zooplankton",-2.68132525422106,293
"ecart_62926","Fish72","Ref","Dist to Iso6",-2.56870942775678,293
"Dist_fond2926","Fish72","Ref","Dist to bottom",-1.81158010408651,293
"Dist_berge2926","Fish72","Ref","Dist to shore",-0.147039357359432,293
"Prey_predicted2927","Fish72","Ref","Large zooplankton",2.43122952633064,293
"NotPrey_predicted2927","Fish72","Ref","Small zooplankton",-2.58322256326244,293
"ecart_62927","Fish72","Ref","Dist to Iso6",-2.48842574730482,293
"Dist_fond2927","Fish72","Ref","Dist to bottom",-2.04718946662926,293
"Dist_berge2927","Fish72","Ref","Dist to shore",-0.0817949053641717,293
"Prey_predicted2928","Fish72","Ref","Large zooplankton",2.33065435647305,293
"NotPrey_predicted2928","Fish72","Ref","Small zooplankton",-2.47870970717384,293
"ecart_62928","Fish72","Ref","Dist to Iso6",-2.39433283974407,293
"Dist_fond2928","Fish72","Ref","Dist to bottom",-2.0410963614191,293
"Dist_berge2928","Fish72","Ref","Dist to shore",-0.0894216812198982,293
"Prey_predicted2929","Fish72","Ref","Large zooplankton",2.37598930720019,293
"NotPrey_predicted2929","Fish72","Ref","Small zooplankton",-2.50376618391191,293
"ecart_62929","Fish72","Ref","Dist to Iso6",-2.35122044059448,293
"Dist_fond2929","Fish72","Ref","Dist to bottom",-1.98645855272053,293
"Dist_berge2929","Fish72","Ref","Dist to shore",-0.109763564263251,293
"Prey_predicted2930","Fish72","Ref","Large zooplankton",2.59057210896059,294
"NotPrey_predicted2930","Fish72","Ref","Small zooplankton",-2.72089261732027,294
"ecart_62930","Fish72","Ref","Dist to Iso6",-2.43220407857922,294
"Dist_fond2930","Fish72","Ref","Dist to bottom",-2.00219489658103,294
"Dist_berge2930","Fish72","Ref","Dist to shore",-0.0612099788035491,294
"Prey_predicted2931","Fish72","Ref","Large zooplankton",2.40929938321107,294
"NotPrey_predicted2931","Fish72","Ref","Small zooplankton",-2.56391007623812,294
"ecart_62931","Fish72","Ref","Dist to Iso6",-2.46925485903762,294
"Dist_fond2931","Fish72","Ref","Dist to bottom",-1.92794419058928,294
"Dist_berge2931","Fish72","Ref","Dist to shore",-0.0816486004307687,294
"Prey_predicted2932","Fish72","Ref","Large zooplankton",2.24481637275402,294
"NotPrey_predicted2932","Fish72","Ref","Small zooplankton",-2.347355922889,294
"ecart_62932","Fish72","Ref","Dist to Iso6",-2.18716730113687,294
"Dist_fond2932","Fish72","Ref","Dist to bottom",-2.13618321452471,294
"Dist_berge2932","Fish72","Ref","Dist to shore",-0.0437206639316441,294
"Prey_predicted2933","Fish72","Ref","Large zooplankton",2.54609669314253,294
"NotPrey_predicted2933","Fish72","Ref","Small zooplankton",-2.66977119201021,294
"ecart_62933","Fish72","Ref","Dist to Iso6",-2.38543374285535,294
"Dist_fond2933","Fish72","Ref","Dist to bottom",-2.09676635164074,294
"Dist_berge2933","Fish72","Ref","Dist to shore",-0.0755793989176146,294
"Prey_predicted2934","Fish72","Ref","Large zooplankton",2.65444598905497,294
"NotPrey_predicted2934","Fish72","Ref","Small zooplankton",-2.78946631421908,294
"ecart_62934","Fish72","Ref","Dist to Iso6",-2.48170830818452,294
"Dist_fond2934","Fish72","Ref","Dist to bottom",-1.9549580742801,294
"Dist_berge2934","Fish72","Ref","Dist to shore",-0.100688805126916,294
"Prey_predicted2935","Fish72","Ref","Large zooplankton",2.57313137242396,294
"NotPrey_predicted2935","Fish72","Ref","Small zooplankton",-2.71090049049856,294
"ecart_62935","Fish72","Ref","Dist to Iso6",-2.34884663189522,294
"Dist_fond2935","Fish72","Ref","Dist to bottom",-1.94040692610803,294
"Dist_berge2935","Fish72","Ref","Dist to shore",-0.132849463331309,294
"Prey_predicted2936","Fish72","Ref","Large zooplankton",2.43534667566963,294
"NotPrey_predicted2936","Fish72","Ref","Small zooplankton",-2.57507413406187,294
"ecart_62936","Fish72","Ref","Dist to Iso6",-2.32364038380711,294
"Dist_fond2936","Fish72","Ref","Dist to bottom",-2.04625738508237,294
"Dist_berge2936","Fish72","Ref","Dist to shore",-0.0932040114098882,294
"Prey_predicted2937","Fish72","Ref","Large zooplankton",2.48134991322375,294
"NotPrey_predicted2937","Fish72","Ref","Small zooplankton",-2.62995180823442,294
"ecart_62937","Fish72","Ref","Dist to Iso6",-2.47845387752884,294
"Dist_fond2937","Fish72","Ref","Dist to bottom",-1.98273963605306,294
"Dist_berge2937","Fish72","Ref","Dist to shore",-0.0790522075943644,294
"Prey_predicted2938","Fish72","Ref","Large zooplankton",2.49797632998381,294
"NotPrey_predicted2938","Fish72","Ref","Small zooplankton",-2.62902386252179,294
"ecart_62938","Fish72","Ref","Dist to Iso6",-2.35357837719383,294
"Dist_fond2938","Fish72","Ref","Dist to bottom",-2.04705049401249,294
"Dist_berge2938","Fish72","Ref","Dist to shore",-0.131570172017673,294
"Prey_predicted2939","Fish72","Ref","Large zooplankton",2.27291017569403,294
"NotPrey_predicted2939","Fish72","Ref","Small zooplankton",-2.40203333720952,294
"ecart_62939","Fish72","Ref","Dist to Iso6",-2.3020339236495,294
"Dist_fond2939","Fish72","Ref","Dist to bottom",-2.10466400892807,294
"Dist_berge2939","Fish72","Ref","Dist to shore",-0.0751237073896631,294
"Prey_predicted2940","Fish72","Ref","Large zooplankton",2.5651006061281,295
"NotPrey_predicted2940","Fish72","Ref","Small zooplankton",-2.67968920303269,295
"ecart_62940","Fish72","Ref","Dist to Iso6",-2.4432507335703,295
"Dist_fond2940","Fish72","Ref","Dist to bottom",-2.01159658776513,295
"Dist_berge2940","Fish72","Ref","Dist to shore",-0.0473674561296439,295
