"","ind","ref","param","coeff","N_random_tracks"
"NotPrey_predicted75","Fish72","Ref","Small zooplankton",-3.41438115690855,8
"ecart_675","Fish72","Ref","Dist to Iso6",-2.55428875264115,8
"Dist_fond75","Fish72","Ref","Dist to bottom",-1.96816277734124,8
"Dist_berge75","Fish72","Ref","Dist to shore",-0.0871331778244591,8
"Prey_predicted76","Fish72","Ref","Large zooplankton",3.32365733577651,8
"NotPrey_predicted76","Fish72","Ref","Small zooplankton",-3.2921993472365,8
"ecart_676","Fish72","Ref","Dist to Iso6",-1.54522182471527,8
"Dist_fond76","Fish72","Ref","Dist to bottom",-3.63696265978945,8
"Dist_berge76","Fish72","Ref","Dist to shore",0.049225583723026,8
"Prey_predicted77","Fish72","Ref","Large zooplankton",3.32833179637909,8
"NotPrey_predicted77","Fish72","Ref","Small zooplankton",-3.38707715606535,8
"ecart_677","Fish72","Ref","Dist to Iso6",-1.48706996027574,8
"Dist_fond77","Fish72","Ref","Dist to bottom",-3.40317327125161,8
"Dist_berge77","Fish72","Ref","Dist to shore",0.38430114200245,8
"Prey_predicted78","Fish72","Ref","Large zooplankton",1.98694546254131,8
"NotPrey_predicted78","Fish72","Ref","Small zooplankton",-2.05683471429647,8
"ecart_678","Fish72","Ref","Dist to Iso6",-2.09895627640549,8
"Dist_fond78","Fish72","Ref","Dist to bottom",-1.92598153118605,8
"Dist_berge78","Fish72","Ref","Dist to shore",0.00626537789473684,8
"Prey_predicted79","Fish72","Ref","Large zooplankton",2.3717974928898,8
"NotPrey_predicted79","Fish72","Ref","Small zooplankton",-2.53287614712209,8
"ecart_679","Fish72","Ref","Dist to Iso6",-2.20744795700391,8
"Dist_fond79","Fish72","Ref","Dist to bottom",-2.19606793751031,8
"Dist_berge79","Fish72","Ref","Dist to shore",-0.154461721844806,8
"Prey_predicted80","Fish72","Ref","Large zooplankton",2.15434906170721,9
"NotPrey_predicted80","Fish72","Ref","Small zooplankton",-2.3631237668952,9
"ecart_680","Fish72","Ref","Dist to Iso6",-2.68523960616718,9
"Dist_fond80","Fish72","Ref","Dist to bottom",-2.28464390216721,9
"Dist_berge80","Fish72","Ref","Dist to shore",0.176972540133055,9
"Prey_predicted81","Fish72","Ref","Large zooplankton",2.31367358829618,9
"NotPrey_predicted81","Fish72","Ref","Small zooplankton",-2.35012618808246,9
"ecart_681","Fish72","Ref","Dist to Iso6",-2.42852723685252,9
"Dist_fond81","Fish72","Ref","Dist to bottom",-2.32341051434706,9
"Dist_berge81","Fish72","Ref","Dist to shore",-0.0439400248015281,9
"Prey_predicted82","Fish72","Ref","Large zooplankton",2.94422826199637,9
"NotPrey_predicted82","Fish72","Ref","Small zooplankton",-3.05532228390226,9
"ecart_682","Fish72","Ref","Dist to Iso6",-2.16402174888487,9
"Dist_fond82","Fish72","Ref","Dist to bottom",-2.07213913901029,9
"Dist_berge82","Fish72","Ref","Dist to shore",-0.018227624105985,9
"Prey_predicted83","Fish72","Ref","Large zooplankton",2.89372191687205,9
"NotPrey_predicted83","Fish72","Ref","Small zooplankton",-3.06479597681079,9
"ecart_683","Fish72","Ref","Dist to Iso6",-1.81345765057775,9
"Dist_fond83","Fish72","Ref","Dist to bottom",-2.07056413052667,9
"Dist_berge83","Fish72","Ref","Dist to shore",-0.107608216341191,9
"Prey_predicted84","Fish72","Ref","Large zooplankton",2.1955075224232,9
"NotPrey_predicted84","Fish72","Ref","Small zooplankton",-2.29719030898801,9
"ecart_684","Fish72","Ref","Dist to Iso6",-2.7311366145571,9
"Dist_fond84","Fish72","Ref","Dist to bottom",-1.75182802683968,9
"Dist_berge84","Fish72","Ref","Dist to shore",-0.0391935465400781,9
"Prey_predicted85","Fish72","Ref","Large zooplankton",3.01843532404117,9
"NotPrey_predicted85","Fish72","Ref","Small zooplankton",-2.99338541587313,9
"ecart_685","Fish72","Ref","Dist to Iso6",-2.715481927767,9
"Dist_fond85","Fish72","Ref","Dist to bottom",-1.98331115896576,9
"Dist_berge85","Fish72","Ref","Dist to shore",-0.145029056366471,9
"Prey_predicted86","Fish72","Ref","Large zooplankton",1.77028870602071,9
"NotPrey_predicted86","Fish72","Ref","Small zooplankton",-1.90981454708733,9
"ecart_686","Fish72","Ref","Dist to Iso6",-2.1431143806449,9
"Dist_fond86","Fish72","Ref","Dist to bottom",-1.67526691363535,9
"Dist_berge86","Fish72","Ref","Dist to shore",-0.176262634804127,9
"Prey_predicted87","Fish72","Ref","Large zooplankton",1.52366005978869,9
"NotPrey_predicted87","Fish72","Ref","Small zooplankton",-1.64303248498478,9
"ecart_687","Fish72","Ref","Dist to Iso6",-2.04423285347959,9
"Dist_fond87","Fish72","Ref","Dist to bottom",-1.81269383721819,9
"Dist_berge87","Fish72","Ref","Dist to shore",-0.177272826647089,9
"Prey_predicted88","Fish72","Ref","Large zooplankton",3.15380188364976,9
"NotPrey_predicted88","Fish72","Ref","Small zooplankton",-3.24012131492413,9
"ecart_688","Fish72","Ref","Dist to Iso6",-2.4993710120008,9
"Dist_fond88","Fish72","Ref","Dist to bottom",-1.71525521121644,9
"Dist_berge88","Fish72","Ref","Dist to shore",-0.11929994730789,9
"Prey_predicted89","Fish72","Ref","Large zooplankton",2.57706354100669,9
"NotPrey_predicted89","Fish72","Ref","Small zooplankton",-2.8756813943877,9
"ecart_689","Fish72","Ref","Dist to Iso6",-2.5423385425716,9
"Dist_fond89","Fish72","Ref","Dist to bottom",-1.31945321535347,9
"Dist_berge89","Fish72","Ref","Dist to shore",-0.0458966592388218,9
"Prey_predicted90","Fish72","Ref","Large zooplankton",2.98926917312977,10
"NotPrey_predicted90","Fish72","Ref","Small zooplankton",-3.06714342878613,10
"ecart_690","Fish72","Ref","Dist to Iso6",-2.93473557640406,10
"Dist_fond90","Fish72","Ref","Dist to bottom",-2.16661402807446,10
"Dist_berge90","Fish72","Ref","Dist to shore",0.194261595226988,10
"Prey_predicted91","Fish72","Ref","Large zooplankton",3.68576782774357,10
"NotPrey_predicted91","Fish72","Ref","Small zooplankton",-3.88718387942063,10
"ecart_691","Fish72","Ref","Dist to Iso6",-2.71527609261484,10
"Dist_fond91","Fish72","Ref","Dist to bottom",-1.87875767380151,10
"Dist_berge91","Fish72","Ref","Dist to shore",-0.159996842297379,10
"Prey_predicted92","Fish72","Ref","Large zooplankton",3.9023608151661,10
"NotPrey_predicted92","Fish72","Ref","Small zooplankton",-3.95518821527894,10
"ecart_692","Fish72","Ref","Dist to Iso6",-2.70771783531136,10
"Dist_fond92","Fish72","Ref","Dist to bottom",-2.11814486989645,10
"Dist_berge92","Fish72","Ref","Dist to shore",-0.0589354971834566,10
"Prey_predicted93","Fish72","Ref","Large zooplankton",2.37141983002638,10
"NotPrey_predicted93","Fish72","Ref","Small zooplankton",-2.48528587810936,10
"ecart_693","Fish72","Ref","Dist to Iso6",-3.40886964825009,10
"Dist_fond93","Fish72","Ref","Dist to bottom",-1.43939284337234,10
"Dist_berge93","Fish72","Ref","Dist to shore",-0.117046023611606,10
"Prey_predicted94","Fish72","Ref","Large zooplankton",2.18731613350572,10
"NotPrey_predicted94","Fish72","Ref","Small zooplankton",-2.29230643751576,10
"ecart_694","Fish72","Ref","Dist to Iso6",-2.81638782713785,10
"Dist_fond94","Fish72","Ref","Dist to bottom",-1.90750885646558,10
"Dist_berge94","Fish72","Ref","Dist to shore",0.0696543362776814,10
"Prey_predicted95","Fish72","Ref","Large zooplankton",3.10694112176291,10
"NotPrey_predicted95","Fish72","Ref","Small zooplankton",-3.15139899003112,10
"ecart_695","Fish72","Ref","Dist to Iso6",-3.23157248064898,10
"Dist_fond95","Fish72","Ref","Dist to bottom",-1.79214666225239,10
"Dist_berge95","Fish72","Ref","Dist to shore",-0.191420852568864,10
"Prey_predicted96","Fish72","Ref","Large zooplankton",2.69525021640164,10
"NotPrey_predicted96","Fish72","Ref","Small zooplankton",-2.67694364364283,10
"ecart_696","Fish72","Ref","Dist to Iso6",-2.78630990368296,10
"Dist_fond96","Fish72","Ref","Dist to bottom",-2.55563859584309,10
"Dist_berge96","Fish72","Ref","Dist to shore",-0.173952625505966,10
"Prey_predicted97","Fish72","Ref","Large zooplankton",2.97028833412206,10
"NotPrey_predicted97","Fish72","Ref","Small zooplankton",-3.09397091583938,10
"ecart_697","Fish72","Ref","Dist to Iso6",-2.43094127378792,10
"Dist_fond97","Fish72","Ref","Dist to bottom",-2.90381447631838,10
"Dist_berge97","Fish72","Ref","Dist to shore",0.127171287035474,10
"Prey_predicted98","Fish72","Ref","Large zooplankton",2.66498618591609,10
"NotPrey_predicted98","Fish72","Ref","Small zooplankton",-2.72442134180216,10
"ecart_698","Fish72","Ref","Dist to Iso6",-1.8918546875146,10
"Dist_fond98","Fish72","Ref","Dist to bottom",-2.03410905834075,10
"Dist_berge98","Fish72","Ref","Dist to shore",0.0152486811417188,10
"Prey_predicted99","Fish72","Ref","Large zooplankton",2.63755410452352,10
"NotPrey_predicted99","Fish72","Ref","Small zooplankton",-2.830580951456,10
"ecart_699","Fish72","Ref","Dist to Iso6",-2.93358343976954,10
"Dist_fond99","Fish72","Ref","Dist to bottom",-1.7621625771363,10
"Dist_berge99","Fish72","Ref","Dist to shore",0.0249530764301825,10
"Prey_predicted100","Fish72","Ref","Large zooplankton",2.65751905570821,11
"NotPrey_predicted100","Fish72","Ref","Small zooplankton",-2.92757929957368,11
"ecart_6100","Fish72","Ref","Dist to Iso6",-2.59057599017693,11
"Dist_fond100","Fish72","Ref","Dist to bottom",-1.76851094027828,11
"Dist_berge100","Fish72","Ref","Dist to shore",-0.212243369970324,11
"Prey_predicted101","Fish72","Ref","Large zooplankton",2.94697863199807,11
"NotPrey_predicted101","Fish72","Ref","Small zooplankton",-3.00810741490716,11
"ecart_6101","Fish72","Ref","Dist to Iso6",-1.90628855442263,11
"Dist_fond101","Fish72","Ref","Dist to bottom",-2.24772764872128,11
"Dist_berge101","Fish72","Ref","Dist to shore",-0.0581177032968441,11
"Prey_predicted102","Fish72","Ref","Large zooplankton",1.8344765567666,11
"NotPrey_predicted102","Fish72","Ref","Small zooplankton",-2.03319394950429,11
"ecart_6102","Fish72","Ref","Dist to Iso6",-2.10492889416292,11
"Dist_fond102","Fish72","Ref","Dist to bottom",-2.24144771402763,11
"Dist_berge102","Fish72","Ref","Dist to shore",0.0211413907484713,11
"Prey_predicted103","Fish72","Ref","Large zooplankton",2.28533449407623,11
"NotPrey_predicted103","Fish72","Ref","Small zooplankton",-2.41972027139686,11
"ecart_6103","Fish72","Ref","Dist to Iso6",-2.80953963347202,11
"Dist_fond103","Fish72","Ref","Dist to bottom",-1.67997304951905,11
"Dist_berge103","Fish72","Ref","Dist to shore",-0.0416614480193972,11
"Prey_predicted104","Fish72","Ref","Large zooplankton",2.85487675488838,11
"NotPrey_predicted104","Fish72","Ref","Small zooplankton",-2.93811939293403,11
"ecart_6104","Fish72","Ref","Dist to Iso6",-2.28553377883393,11
"Dist_fond104","Fish72","Ref","Dist to bottom",-2.30565590811316,11
"Dist_berge104","Fish72","Ref","Dist to shore",0.0638145938830761,11
"Prey_predicted105","Fish72","Ref","Large zooplankton",2.35194861453867,11
"NotPrey_predicted105","Fish72","Ref","Small zooplankton",-2.61634203087274,11
"ecart_6105","Fish72","Ref","Dist to Iso6",-2.56311365016155,11
"Dist_fond105","Fish72","Ref","Dist to bottom",-1.61588497422471,11
"Dist_berge105","Fish72","Ref","Dist to shore",-0.393424545188118,11
"Prey_predicted106","Fish72","Ref","Large zooplankton",3.16428985698052,11
"NotPrey_predicted106","Fish72","Ref","Small zooplankton",-3.2421743858509,11
"ecart_6106","Fish72","Ref","Dist to Iso6",-2.0446760688505,11
"Dist_fond106","Fish72","Ref","Dist to bottom",-2.85705997714194,11
"Dist_berge106","Fish72","Ref","Dist to shore",-0.00912375277176735,11
"Prey_predicted107","Fish72","Ref","Large zooplankton",2.68581211247318,11
"NotPrey_predicted107","Fish72","Ref","Small zooplankton",-2.81277717567761,11
"ecart_6107","Fish72","Ref","Dist to Iso6",-2.17904812602797,11
"Dist_fond107","Fish72","Ref","Dist to bottom",-2.14045698444084,11
"Dist_berge107","Fish72","Ref","Dist to shore",-0.164904575278233,11
"Prey_predicted108","Fish72","Ref","Large zooplankton",2.62441839895208,11
"NotPrey_predicted108","Fish72","Ref","Small zooplankton",-2.84149000449534,11
"ecart_6108","Fish72","Ref","Dist to Iso6",-2.22174031501592,11
"Dist_fond108","Fish72","Ref","Dist to bottom",-1.85187552445028,11
"Dist_berge108","Fish72","Ref","Dist to shore",0.0618732252039424,11
"Prey_predicted109","Fish72","Ref","Large zooplankton",2.5598891526819,11
"NotPrey_predicted109","Fish72","Ref","Small zooplankton",-2.70342567192895,11
"ecart_6109","Fish72","Ref","Dist to Iso6",-2.85979448521574,11
"Dist_fond109","Fish72","Ref","Dist to bottom",-1.56745565923072,11
"Dist_berge109","Fish72","Ref","Dist to shore",-0.130420015320169,11
"Prey_predicted110","Fish72","Ref","Large zooplankton",2.59523628911212,12
"NotPrey_predicted110","Fish72","Ref","Small zooplankton",-2.77185017661268,12
"ecart_6110","Fish72","Ref","Dist to Iso6",-1.90253434315442,12
"Dist_fond110","Fish72","Ref","Dist to bottom",-2.04313419673652,12
"Dist_berge110","Fish72","Ref","Dist to shore",-0.0362885265275704,12
"Prey_predicted111","Fish72","Ref","Large zooplankton",2.95622365140827,12
"NotPrey_predicted111","Fish72","Ref","Small zooplankton",-3.12608645789726,12
"ecart_6111","Fish72","Ref","Dist to Iso6",-2.4336188382153,12
"Dist_fond111","Fish72","Ref","Dist to bottom",-1.55617485662012,12
"Dist_berge111","Fish72","Ref","Dist to shore",-0.241078694434957,12
"Prey_predicted112","Fish72","Ref","Large zooplankton",2.01953276616933,12
"NotPrey_predicted112","Fish72","Ref","Small zooplankton",-2.186145667244,12
"ecart_6112","Fish72","Ref","Dist to Iso6",-2.62360939928359,12
"Dist_fond112","Fish72","Ref","Dist to bottom",-1.63012025154601,12
"Dist_berge112","Fish72","Ref","Dist to shore",-0.375923804473735,12
"Prey_predicted113","Fish72","Ref","Large zooplankton",2.46680683433365,12
"NotPrey_predicted113","Fish72","Ref","Small zooplankton",-2.65674099194838,12
"ecart_6113","Fish72","Ref","Dist to Iso6",-2.14676945374557,12
"Dist_fond113","Fish72","Ref","Dist to bottom",-1.82596567191902,12
"Dist_berge113","Fish72","Ref","Dist to shore",-0.27702069669427,12
"Prey_predicted114","Fish72","Ref","Large zooplankton",3.47434045352463,12
"NotPrey_predicted114","Fish72","Ref","Small zooplankton",-3.57319264173786,12
"ecart_6114","Fish72","Ref","Dist to Iso6",-3.04985792444152,12
"Dist_fond114","Fish72","Ref","Dist to bottom",-1.99081943533915,12
"Dist_berge114","Fish72","Ref","Dist to shore",-0.152187105286595,12
"Prey_predicted115","Fish72","Ref","Large zooplankton",4.37022163597607,12
"NotPrey_predicted115","Fish72","Ref","Small zooplankton",-4.6057385610999,12
"ecart_6115","Fish72","Ref","Dist to Iso6",-3.28522375787746,12
"Dist_fond115","Fish72","Ref","Dist to bottom",-2.97454114593336,12
"Dist_berge115","Fish72","Ref","Dist to shore",0.0857070197083072,12
"Prey_predicted116","Fish72","Ref","Large zooplankton",2.30033760710903,12
"NotPrey_predicted116","Fish72","Ref","Small zooplankton",-2.46704328957597,12
"ecart_6116","Fish72","Ref","Dist to Iso6",-2.25354279038108,12
"Dist_fond116","Fish72","Ref","Dist to bottom",-1.87139005244517,12
"Dist_berge116","Fish72","Ref","Dist to shore",-0.203585239515817,12
"Prey_predicted117","Fish72","Ref","Large zooplankton",2.8372839952056,12
"NotPrey_predicted117","Fish72","Ref","Small zooplankton",-2.98512642585708,12
"ecart_6117","Fish72","Ref","Dist to Iso6",-2.21379000127704,12
"Dist_fond117","Fish72","Ref","Dist to bottom",-2.01815445794379,12
"Dist_berge117","Fish72","Ref","Dist to shore",-0.108856731233881,12
"Prey_predicted118","Fish72","Ref","Large zooplankton",1.96678532104152,12
"NotPrey_predicted118","Fish72","Ref","Small zooplankton",-2.15350394215835,12
"ecart_6118","Fish72","Ref","Dist to Iso6",-2.29811430707725,12
"Dist_fond118","Fish72","Ref","Dist to bottom",-1.74268623862726,12
"Dist_berge118","Fish72","Ref","Dist to shore",-0.325170249118167,12
"Prey_predicted119","Fish72","Ref","Large zooplankton",3.32762548695737,12
"NotPrey_predicted119","Fish72","Ref","Small zooplankton",-3.4897004256419,12
"ecart_6119","Fish72","Ref","Dist to Iso6",-2.71102980600561,12
"Dist_fond119","Fish72","Ref","Dist to bottom",-1.99152154893092,12
"Dist_berge119","Fish72","Ref","Dist to shore",-0.136433227763361,12
"Prey_predicted120","Fish72","Ref","Large zooplankton",1.95325315296192,13
"NotPrey_predicted120","Fish72","Ref","Small zooplankton",-2.01157592135729,13
"ecart_6120","Fish72","Ref","Dist to Iso6",-2.43979970759063,13
"Dist_fond120","Fish72","Ref","Dist to bottom",-2.07876740550006,13
"Dist_berge120","Fish72","Ref","Dist to shore",-0.0635756804871315,13
"Prey_predicted121","Fish72","Ref","Large zooplankton",3.19023784163617,13
"NotPrey_predicted121","Fish72","Ref","Small zooplankton",-3.21610182151912,13
"ecart_6121","Fish72","Ref","Dist to Iso6",-2.2052281080113,13
"Dist_fond121","Fish72","Ref","Dist to bottom",-2.62954184530014,13
"Dist_berge121","Fish72","Ref","Dist to shore",-0.049461863331362,13
"Prey_predicted122","Fish72","Ref","Large zooplankton",3.39483676661361,13
"NotPrey_predicted122","Fish72","Ref","Small zooplankton",-3.56303837600006,13
"ecart_6122","Fish72","Ref","Dist to Iso6",-3.2180461435563,13
"Dist_fond122","Fish72","Ref","Dist to bottom",-1.43797015177375,13
"Dist_berge122","Fish72","Ref","Dist to shore",-0.179479107218935,13
"Prey_predicted123","Fish72","Ref","Large zooplankton",2.92672111393507,13
"NotPrey_predicted123","Fish72","Ref","Small zooplankton",-3.07689640164056,13
"ecart_6123","Fish72","Ref","Dist to Iso6",-2.2491532088705,13
"Dist_fond123","Fish72","Ref","Dist to bottom",-2.86169024945293,13
"Dist_berge123","Fish72","Ref","Dist to shore",0.202272216069753,13
"Prey_predicted124","Fish72","Ref","Large zooplankton",3.23254498137718,13
"NotPrey_predicted124","Fish72","Ref","Small zooplankton",-3.29424686537766,13
"ecart_6124","Fish72","Ref","Dist to Iso6",-2.91695967947261,13
"Dist_fond124","Fish72","Ref","Dist to bottom",-2.14209071013613,13
"Dist_berge124","Fish72","Ref","Dist to shore",-0.266087412561498,13
"Prey_predicted125","Fish72","Ref","Large zooplankton",2.06749567009646,13
"NotPrey_predicted125","Fish72","Ref","Small zooplankton",-2.19351375779962,13
"ecart_6125","Fish72","Ref","Dist to Iso6",-2.12802283315846,13
"Dist_fond125","Fish72","Ref","Dist to bottom",-1.83089434376035,13
"Dist_berge125","Fish72","Ref","Dist to shore",-0.103397692273122,13
"Prey_predicted126","Fish72","Ref","Large zooplankton",2.39782363992627,13
"NotPrey_predicted126","Fish72","Ref","Small zooplankton",-2.53317426107127,13
"ecart_6126","Fish72","Ref","Dist to Iso6",-2.23647870185325,13
"Dist_fond126","Fish72","Ref","Dist to bottom",-1.82451069305756,13
"Dist_berge126","Fish72","Ref","Dist to shore",-0.110796292610627,13
"Prey_predicted127","Fish72","Ref","Large zooplankton",3.426733062184,13
"NotPrey_predicted127","Fish72","Ref","Small zooplankton",-3.56535599512034,13
"ecart_6127","Fish72","Ref","Dist to Iso6",-1.70868880620318,13
"Dist_fond127","Fish72","Ref","Dist to bottom",-2.48206146601321,13
"Dist_berge127","Fish72","Ref","Dist to shore",-0.00823303477692228,13
"Prey_predicted128","Fish72","Ref","Large zooplankton",3.40467503871198,13
"NotPrey_predicted128","Fish72","Ref","Small zooplankton",-3.66685524509201,13
"ecart_6128","Fish72","Ref","Dist to Iso6",-2.64508274024858,13
"Dist_fond128","Fish72","Ref","Dist to bottom",-1.81179110112818,13
"Dist_berge128","Fish72","Ref","Dist to shore",-0.0834219893227605,13
"Prey_predicted129","Fish72","Ref","Large zooplankton",2.36982792345235,13
"NotPrey_predicted129","Fish72","Ref","Small zooplankton",-2.58611203845822,13
"ecart_6129","Fish72","Ref","Dist to Iso6",-2.68931501420017,13
"Dist_fond129","Fish72","Ref","Dist to bottom",-1.54189399873914,13
